f1,f2,f3,f4,label
-0.5482229811949666,0.3498849041477193,0.03470438832833156,0.38830269024550823,0
-0.247754249016646,-1.0200092520529043,-0.6415814745105675,-1.829374431078792,2
-1.2995645849115007,1.0047696179871204,0.6082323802160107,1.4953784904643452,1
-0.04858968734254265,-1.3155884134922224,-0.6917991693794023,-2.2207225236728863,2
0.5820745062891509,0.18097424071088258,0.9387327207314129,0.9588384745412469,3
0.4970919803325702,0.4418112048660781,0.9225912929115362,1.2822767953933871,3
-2.1414334759256004,2.6399011104785264,-2.465574104352311,1.544933957767633,0
-1.5025868394524715,2.121348566659566,-1.7912808349957379,1.405333837165193,0
-1.5795551358067539,0.12041762017089916,0.09874375383684475,-0.07279846751428076,1
0.8209713145478106,-0.6193046032004792,1.9279519457800598,0.5692098216858383,3
1.09965614815698,0.3333589958720759,0.5532279577858144,1.0119827363712268,0
1.3761938002155816,-0.830903626139973,2.154385735475696,0.5363709386305838,3
-0.7965513578589756,-1.1409828494165837,-0.8107644792261269,-2.20448172080253,2
-0.2970988411607356,1.530036416586654,2.6158220533991043,3.685657854633443,3
0.3068736695310802,0.8156312788148374,2.1966552758413043,2.570610125452954,3
1.7442612665242199,-0.09579600066398661,0.8898667481675968,0.7753400928878882,3
0.12732958558592755,-1.5300031791911508,-0.7197741650072587,-2.4932153854068524,2
-0.3081801341957875,-0.021551049711650692,3.604773075516282,2.2408341260162006,3
-1.7737244518079724,1.1425799722641214,-1.0148912080712487,0.542571877181129,0
-0.5449883127780324,0.9634210826141503,-0.5188903614845106,0.854440266518596,0
-1.2323783181532892,0.12775647925369576,0.2603277537191041,0.10691526872875079,1
-1.5058687877537025,-0.4458067921273253,1.1355935264186099,-0.1488743231842986,1
-0.5659258705480403,0.5867436652406738,-0.1694584036991571,0.5708514826688738,0
0.8226101413363758,0.19573513066063924,1.6694860626666896,1.4959432193457567,1
-0.7336201249215757,1.6025770545763993,-1.152542688080158,1.26703584772607,0
-1.7995158678291536,2.141805880581499,-1.929270920183657,1.287626895006729,0
-2.0077620567659937,1.533549510021947,-1.368958503849918,0.7942194749055269,2
-1.7948821106557729,0.7964606065554128,-0.7295600637262072,0.258538454525848,0
1.0045509812959594,0.7312524183095033,1.021577727183712,1.8302421015253176,3
